Time,RPM,MPH,Throttle,Load,Fuel Status
19:53:25.521138,950,0.0,9.01960784314,22.3529411765,0200
19:53:25.752264,962,0.0,9.01960784314,22.3529411765,0200
19:53:25.977270,962,0.0,9.01960784314,22.3529411765,0200
19:53:26.213246,962,0.0,9.01960784314,22.3529411765,0200
19:53:26.435645,950,0.0,9.01960784314,22.3529411765,0200
19:53:26.649011,950,0.0,9.01960784314,22.3529411765,0200
19:53:26.870015,950,0.0,9.01960784314,22.3529411765,0200
19:53:27.90990,950,0.0,9.01960784314,22.3529411765,0200
19:53:27.301774,950,0.0,9.01960784314,22.3529411765,0200
19:53:27.521487,950,0.0,9.01960784314,22.3529411765,0200
19:53:27.739921,950,0.0,9.01960784314,22.3529411765,0200
19:53:27.959662,962,0.0,9.01960784314,22.3529411765,0200
19:53:28.175375,950,0.0,9.01960784314,22.3529411765,0200
19:53:28.394995,950,0.0,9.01960784314,22.3529411765,0200
19:53:28.613253,950,0.0,9.01960784314,22.7450980392,0200
19:53:28.831529,950,0.0,9.01960784314,22.3529411765,0200
19:53:29.52424,950,0.0,9.01960784314,22.3529411765,0200
19:53:29.271714,962,0.0,9.01960784314,22.3529411765,0200
19:53:29.489967,962,0.0,9.01960784314,22.3529411765,0200
19:53:29.718243,962,0.0,9.01960784314,22.3529411765,0200
19:53:29.933898,950,0.0,9.01960784314,22.3529411765,0200
19:53:30.149557,962,0.0,9.01960784314,22.3529411765,0200
19:53:30.367699,950,0.0,9.01960784314,22.3529411765,0200
19:53:30.588275,962,0.0,9.01960784314,22.3529411765,0200
19:53:30.805261,950,0.0,9.01960784314,22.7450980392,0200
19:53:31.25857,937,0.0,9.01960784314,22.3529411765,0200
19:53:31.248896,950,0.0,9.01960784314,22.3529411765,0200
19:53:31.469567,962,0.0,9.01960784314,22.3529411765,0200
19:53:31.687518,950,0.0,9.01960784314,22.3529411765,0200
19:53:31.904400,937,0.0,9.01960784314,22.3529411765,0200
19:53:32.118702,950,0.0,9.01960784314,22.7450980392,0200
19:53:32.339216,950,0.0,9.01960784314,22.3529411765,0200
19:53:32.560932,950,0.0,9.01960784314,22.3529411765,0200
19:53:32.780174,950,0.0,9.01960784314,22.3529411765,0200
19:53:33.2049,950,0.0,9.01960784314,22.3529411765,0200
19:53:33.218715,937,0.0,9.01960784314,22.7450980392,0200
19:53:33.441753,950,0.0,9.01960784314,22.3529411765,0200
19:53:33.668464,962,0.0,9.01960784314,22.3529411765,0200
19:53:33.883953,950,0.0,9.01960784314,22.3529411765,0200
19:53:34.103151,950,0.0,9.01960784314,22.3529411765,0200
19:53:34.319807,950,0.0,9.01960784314,22.3529411765,0200
19:53:34.541405,950,0.0,9.01960784314,22.3529411765,0200
19:53:34.759345,950,0.0,9.01960784314,22.3529411765,0200
19:53:34.977336,950,0.0,9.01960784314,22.3529411765,0200
19:53:35.197597,937,0.0,9.01960784314,22.3529411765,0200
19:53:35.420591,962,0.0,9.01960784314,22.3529411765,0200
19:53:35.635987,962,0.0,9.01960784314,22.3529411765,0200
19:53:35.850104,950,0.0,9.01960784314,22.3529411765,0200
19:53:36.66661,962,0.0,9.01960784314,22.3529411765,0200
19:53:36.283299,950,0.0,9.01960784314,22.3529411765,0200
19:53:36.501065,962,0.0,9.01960784314,22.3529411765,0200
19:53:36.715176,950,0.0,9.01960784314,22.3529411765,0200
19:53:36.935666,950,0.0,9.01960784314,22.3529411765,0200
19:53:37.154590,950,0.0,9.01960784314,22.3529411765,0200
19:53:37.368712,950,0.0,9.01960784314,22.3529411765,0200
19:53:37.582801,950,0.0,9.01960784314,22.3529411765,0200
19:53:37.804358,950,0.0,9.01960784314,22.3529411765,0200
19:53:38.23361,950,0.0,9.01960784314,22.3529411765,0200
19:53:38.240090,950,0.0,9.01960784314,22.3529411765,0200
19:53:38.457713,950,0.0,9.01960784314,22.3529411765,0200
19:53:38.676741,962,0.0,9.01960784314,22.3529411765,0200
19:53:38.913779,950,0.0,9.01960784314,22.3529411765,0200
19:53:39.133598,950,0.0,9.01960784314,22.3529411765,0200
19:53:39.353897,950,0.0,9.01960784314,22.3529411765,0200
19:53:39.577903,950,0.0,9.01960784314,22.3529411765,0200
19:53:39.796935,950,0.0,9.01960784314,22.3529411765,0200
19:53:40.8400,937,0.0,9.01960784314,22.3529411765,0200
19:53:40.226202,950,0.0,8.62745098039,22.3529411765,0200
19:53:40.440243,937,0.0,8.62745098039,21.9607843137,0200
19:53:40.655513,937,0.0,9.01960784314,22.3529411765,0200
19:53:40.883436,937,0.0,9.01960784314,22.3529411765,0200
19:53:41.118511,937,0.0,8.62745098039,22.3529411765,0200
19:53:41.344982,925,0.0,8.62745098039,22.3529411765,0200
19:53:41.581416,937,0.0,9.01960784314,22.3529411765,0200
19:53:41.804229,937,0.0,8.62745098039,22.3529411765,0200
19:53:42.33182,937,0.0,9.01960784314,22.3529411765,0200
19:53:42.245958,937,0.0,8.62745098039,22.3529411765,0200
19:53:42.461182,937,0.0,8.62745098039,22.3529411765,0200
19:53:42.676392,937,0.0,9.01960784314,22.3529411765,0200
19:53:42.896662,937,0.0,8.62745098039,22.3529411765,0200
19:53:43.113059,937,0.0,8.62745098039,21.9607843137,0200
19:53:43.328303,937,0.0,8.62745098039,21.9607843137,0200
19:53:43.543342,937,0.0,8.62745098039,21.9607843137,0200
19:53:43.757427,925,0.0,8.62745098039,22.3529411765,0200
19:53:43.980048,937,0.0,8.62745098039,21.9607843137,0200
19:53:44.192803,937,0.0,8.62745098039,22.3529411765,0200
19:53:44.409296,937,0.0,9.01960784314,21.9607843137,0200
19:53:44.628159,937,0.0,8.62745098039,21.9607843137,0200
19:53:44.857184,937,0.0,8.62745098039,21.9607843137,0200
19:53:45.72335,937,0.0,8.62745098039,21.9607843137,0200
19:53:45.295101,937,0.0,8.62745098039,21.9607843137,0200
19:53:45.508904,925,0.0,8.62745098039,21.9607843137,0200
19:53:45.741708,937,0.0,8.62745098039,21.9607843137,0200
19:53:45.959262,937,0.0,8.62745098039,21.9607843137,0200
19:53:46.172074,937,0.0,8.62745098039,21.9607843137,0200
19:53:46.390885,937,0.0,8.62745098039,21.9607843137,0200
19:53:46.613586,937,0.0,8.62745098039,21.9607843137,0200
19:53:46.837572,925,0.0,8.62745098039,21.9607843137,0200
19:53:47.53889,925,0.0,9.01960784314,21.9607843137,0200
19:53:47.292950,937,0.0,8.62745098039,21.9607843137,0200
19:53:47.514298,937,0.0,8.62745098039,21.9607843137,0200
19:53:47.743272,950,0.0,8.62745098039,21.9607843137,0200
19:53:47.957127,937,0.0,8.62745098039,21.9607843137,0200
19:53:48.173613,950,0.0,8.62745098039,21.9607843137,0200
19:53:48.389961,937,0.0,8.62745098039,21.9607843137,0200
19:53:48.610114,937,0.0,8.62745098039,21.9607843137,0200
19:53:48.828985,937,0.0,8.62745098039,21.9607843137,0200
19:53:49.47912,937,0.0,8.62745098039,21.9607843137,0200
19:53:49.274452,950,0.0,8.62745098039,21.9607843137,0200
19:53:49.494583,937,0.0,8.62745098039,21.9607843137,0200
19:53:49.728529,925,0.0,8.62745098039,21.568627451,0200
19:53:49.947327,925,0.0,8.62745098039,21.568627451,0200
19:53:50.161245,925,0.0,8.62745098039,21.568627451,0200
19:53:50.382527,925,0.0,8.62745098039,21.568627451,0200
19:53:50.603717,925,0.0,8.62745098039,21.568627451,0200
19:53:50.817482,925,0.0,8.62745098039,21.9607843137,0200
19:53:51.35943,925,0.0,8.62745098039,21.9607843137,0200
19:53:51.251831,912,0.0,8.62745098039,21.9607843137,0200
19:53:51.466408,925,0.0,8.62745098039,21.568627451,0200
19:53:51.684746,912,0.0,8.62745098039,21.9607843137,0200
19:53:51.907993,925,0.0,8.62745098039,21.9607843137,0200
19:53:52.125497,925,0.0,8.62745098039,21.9607843137,0200
19:53:52.344859,912,0.0,8.62745098039,21.9607843137,0200
19:53:52.558432,925,0.0,8.62745098039,21.9607843137,0200
19:53:52.779431,925,0.0,8.62745098039,21.9607843137,0200
19:53:52.994123,925,0.0,8.62745098039,21.9607843137,0200
19:53:53.210377,925,0.0,8.62745098039,21.9607843137,0200
19:53:53.427768,912,0.0,8.62745098039,21.9607843137,0200
19:53:53.641559,912,0.0,8.62745098039,21.9607843137,0200
19:53:53.853926,912,0.0,8.62745098039,21.9607843137,0200
19:53:54.71428,912,0.0,8.62745098039,21.9607843137,0200
19:53:54.288992,912,0.0,8.62745098039,21.9607843137,0200
19:53:54.506665,912,0.0,8.62745098039,21.9607843137,0200
19:53:54.729276,925,0.0,8.62745098039,21.9607843137,0200
19:53:54.961751,925,0.0,8.62745098039,21.568627451,0200
19:53:55.184499,925,0.0,8.62745098039,21.568627451,0200
19:53:55.399622,912,0.0,8.62745098039,21.9607843137,0200
19:53:55.617353,925,0.0,8.62745098039,21.9607843137,0200
19:53:55.831249,912,0.0,8.62745098039,21.9607843137,0200
19:53:56.45388,912,0.0,8.62745098039,21.9607843137,0200
19:53:56.264345,925,0.0,8.62745098039,21.9607843137,0200
19:53:56.482182,925,0.0,8.62745098039,21.9607843137,0200
19:53:56.698814,925,0.0,8.62745098039,21.9607843137,0200
19:53:56.924103,925,0.0,8.62745098039,21.9607843137,0200
19:53:57.137164,912,0.0,8.62745098039,21.9607843137,0200
19:53:57.362547,925,0.0,8.62745098039,21.9607843137,0200
19:53:57.575629,925,0.0,8.62745098039,21.9607843137,0200
19:53:57.792113,925,0.0,8.62745098039,21.568627451,0200
19:53:58.10071,925,0.0,8.62745098039,21.568627451,0200
19:53:58.223093,937,0.0,8.62745098039,21.568627451,0200
19:53:58.441160,925,0.0,8.62745098039,21.568627451,0200
19:53:58.666719,925,0.0,8.62745098039,21.568627451,0200
